StudentID,StudyHours,Attendance,AssignmentsCompleted,SleepHours,InternetHours,Age,PreviousGPA,cat__Scholarship_NO,cat__Scholarship_No,cat__Scholarship_No ,cat__Scholarship_SI,cat__Scholarship_SÍ ,cat__Scholarship_Sí,cat__Scholarship_si,cat__Program_ADMINISTRACIÓN ,cat__Program_Administracion,cat__Program_Administración,cat__Program_Contador Auditor,cat__Program_INGENIERÍA CIVIL,cat__Program_INGENIERÍA INFORMÁTICA,cat__Program_Ingenieria Informatica,cat__Program_Ingeniería Civil,cat__Program_Ingeniería Civil ,cat__Program_Ingeniería Industrial,cat__Program_Ingeniería Informática,cat__Program_Ingeniería informática ,remainder__Scholarship_Normalized,FinalGrade
STU-11557,-0.07817024572795549,-1.0872754923116792,-0.7827198817635865,-2.035617102876992,0.7476532998658303,-0.6,0.17708333333333326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,3.38
STU-14305,-0.5839985592164152,1.05523345413646,-1.3769740302872904,1.12202065992834,0.7017584373350392,0.4,-1.2291666666666674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,3.75
STU-10260,-2.3248910048058637,-0.800403976073773,-1.5800170622609704,-2.0779446868288067,-0.09812345248731646,1.4,-1.2812500000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,2.31
STU-10058,0.8428588084156149,1.1445046602384659,1.0781360376435534,1.629951667350109,-1.2815552648884247,-0.8,0.08333333333333341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,5.55
STU-14686,1.1969386278575367,0.1334330225887823,1.0781360376435534,-1.1298068063081708,-0.26859008474454,-0.2,1.2812499999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,5.84
STU-12696,1.249629077179251,0.26984744989072373,0.941286521588032,-1.1128757727274448,1.0656391331148818,-0.2,-0.20833333333333354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,3.4
STU-12668,0.7206169659892369,-1.1905893600477084,-0.24201554387030508,0.18234829619806725,-0.18991317754889836,-0.4,0.7187499999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sí,4.3
STU-11264,1.6142469864855158,0.7071760550645948,1.0781360376435534,0.2500724305209691,1.298391650235321,0.8,1.197916666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,5.88
STU-11800,-0.7926527385304049,-0.6038067131974463,-1.4952298620961366,1.3421240964777732,-0.20958240434780862,0.0,-1.2500000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,2.66
STU-11447,-0.45754148084430035,-0.7803430308823107,-0.18549074376041555,0.2416069137306065,-0.835719457446456,1.4,-0.3437500000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,3.52
STU-12071,1.154786268400165,0.5476915407924717,1.0781360376435534,-0.00015787414251195491,0.0004908484836258368,0.6,1.2812499999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sí,4.93
STU-11974,1.0557282236753414,-0.23067313263625355,1.0781360376435534,2.1040206076104275,-1.238938606824119,0.4,0.6458333333333335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,4.67
STU-11201,1.1990462458304048,1.5116199572422198,1.0781360376435534,0.554831034974031,-0.8816143199772469,0.2,1.2812499999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sí,7.818394560907464
STU-14533,0.9081949655745407,-2.4519212889608806,-0.3937400073231659,0.16541726261734122,-0.7439297323848743,-0.2,-1.0520833333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,3.74
STU-10430,-2.080407319953108,-0.7352059042015224,-1.1635185351354718,1.604555116979021,-0.32431956067478607,-0.6,-1.0416666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,2.33
STU-14875,0.5182856405938532,0.17756710200999845,1.0781360376435534,-0.08854824109354328,-0.8881707289102171,-1.0,0.47916666666666663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,4.68
STU-13781,-1.452337164038271,0.14948177874195157,-0.6934701973795508,-0.39330684554660517,2.4883798715694,0.0,-1.2812500000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,3.14
STU-10555,-2.13731300522056,-1.4062445208559253,-1.8447911259336092,0.7156758539909249,0.5149007827453906,0.8,-1.0520833333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,2.96
STU-14961,0.8618273701714322,0.9168129323153714,0.8750930056698724,-0.17320340899717196,-1.645435960668267,-0.2,0.07291666666666605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,5.33
STU-14831,-0.20673494207293885,-0.12735926490022426,0.7739433633679655,-1.8832378006504615,1.193489107307799,0.4,-0.5937500000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,3.81
STU-11564,0.4234428318147668,1.5116199572422198,-0.09029108041744426,-0.42716891270805646,-0.09812345248731646,-0.6,0.8333333333333331,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,4.22
STU-11225,0.12837631561316562,-0.00254378831383569,-1.0192315453812812,1.9601068221742595,-0.9275091825080379,-0.2,-0.09374999999999986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sí,3.4
STU-12814,0.2084657985821715,0.1555000622993904,-0.11334724888332026,0.19927932977879254,0.8787814785252329,-1.0,-0.9583333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,3.82
STU-10737,1.515188941760692,1.5116199572422198,1.0781360376435534,1.773865452786277,1.2623314011039855,-1.0,0.2500000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,5.13
STU-13900,0.3096314612798635,-0.4954776091635517,-0.5700081339816353,-0.7234620003707549,1.5803172343530363,-1.0,0.5208333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,4.66
STU-11077,1.6711526717529674,1.5116199572422198,1.0781360376435534,-1.4938240282937718,-1.5536462356066854,-0.6,-0.041666666666666706,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,5.31
STU-12062,1.0894501112412387,-1.2758483771114228,1.0781360376435534,1.2659344453645078,0.8033827757960763,0.0,0.9687499999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,4.92
STU-12470,-1.6904979949724206,-0.374108890755206,-2.7484069929534756,-1.8917033174408242,1.0164660661176057,0.2,-0.5000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,4.24
STU-10713,-1.123548760270772,0.6730724482391091,-0.6086829972147181,0.5802275853451196,-0.035837567624100404,-0.4,-1.1875000000000007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,3.13
STU-14258,0.8049216849039802,0.6760815900178285,-0.02484131186915189,-0.28325512727188856,0.37393799068653266,0.2,0.3229166666666663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,4.65
STU-11221,0.9313787632760949,0.990035382264208,1.0781360376435534,0.6056241357162083,1.2623314011039855,-1.0,0.11458333333333275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,5.12
STU-13532,-1.2942658160731273,-0.323956527776551,-2.7484069929534756,0.43631379990895175,-0.2194170177472639,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,2.13
STU-12335,-1.5345342649801454,-1.2166685887966096,-2.7484069929534756,-1.0282206048238167,1.5049185316238805,1.4,-1.2812500000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,2.31
STU-10075,1.2749204928536735,1.5116199572422198,1.0781360376435534,0.5463655181836683,1.1574288581764633,-1.0,0.3854166666666668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,4.58
STU-14556,-0.9191098169025196,0.06221666715909151,-0.984275418997534,-0.00015787414251195491,-0.12762729268568201,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,4.38
STU-14542,1.7533497726948424,0.3320363799842549,1.0781360376435534,0.8172620554752789,-1.2487732202235742,0.0,1.2812499999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,5.2
STU-13665,-1.1614858837824067,-1.5707442714259137,0.602137720928697,1.2913309957355958,1.0853083599137916,1.0,-0.6562499999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,3.43
STU-14815,0.7248322019349742,0.845596576885682,0.9450052584373667,-0.8165826850647462,1.4360762378276937,0.8,-0.29166666666666696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,4.13
STU-14841,-0.1983044701814647,-1.0541749327457672,0.14547683583038196,1.9685723389646221,-0.24564265347914443,-0.2,-1.2812500000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.03
STU-14585,-0.32686916652644804,-1.2136594470178903,-0.6414078814888643,0.5802275853451196,-0.4161092857363677,0.4,0.23958333333333287,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sí,3.8
STU-12094,-0.927540288793994,-1.2497691483625217,-1.157568556176536,-0.7911861346936576,-0.7668771636502697,0.6,-0.6145833333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,2.68
STU-11027,0.002430566754824973,1.1254467623065771,1.0781360376435534,-1.2737205917443386,1.1377596313775529,0.8,0.41666666666666613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,4.28
STU-13708,1.346579503931206,0.5436793517541787,1.0781360376435534,0.10615864508480122,-1.6093757115369314,-1.0,-0.6562499999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sí,5.13
STU-12606,0.3159543151984691,-0.9398275451544338,1.0208674901637977,0.3685896655860491,-1.5143077820088644,-1.0,-0.3645833333333339,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,4.4
STU-14888,-0.6767337500226327,0.7984533556857465,-0.25465924915804355,0.6818137868294736,0.7443750953993452,-0.6,-0.22916666666666735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,4.0
STU-11862,-1.250005838642887,-0.16948724980229457,-0.552901944474696,-0.13087582504535725,0.03628293063857123,0.0,-0.041666666666666706,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,3.88
STU-13672,-1.496597141468511,-1.945883946506252,-1.0504689349156937,-0.5626171813538617,-0.5177336241974049,-0.2,-0.30208333333333337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,3.38
STU-14692,-0.5355233458404377,-0.20258780936820667,0.7456809633130213,1.3929171972199506,0.0004908484836258368,0.0,-0.48958333333333404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,3.65
STU-13371,1.1611091223187704,1.5116199572422198,-0.1378909120889299,1.6214861505597464,0.226418789694705,0.2,0.927083333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sí,5.35
STU-14497,-1.1214411422979034,-0.31392605518082056,0.5627191103257478,1.18127927746088,-0.9963514763042243,-0.8,0.16666666666666682,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sí,3.91
STU-11342,-1.618838983894889,-1.966947938957288,-0.0025366468759287965,-1.1382723230985334,-1.29138987828788,-1.0,-1.2812500000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sí,2.95
STU-11130,0.14102202345037684,1.5116199572422198,1.0781360376435534,0.554831034974031,-1.4192398524807976,0.2,-1.2500000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,4.11
STU-11499,0.8955492577373295,0.48951479973723216,1.0781360376435534,0.31779656484387175,-0.4456131259347335,0.6,0.6666666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,5.09
STU-14434,-0.8369127159606449,-2.206676233995258,-1.9117283892216361,-0.8165826850647462,1.4295198288947237,-1.0,-1.2812500000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,2.03
STU-12259,-0.615612828809444,-0.02003320812590192,0.24588273076242254,0.45324483348967703,-0.5669066911946806,0.4,-0.4687500000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,3.42
STU-13195,-0.24256444761170473,-2.067252664914598,0.3284386888176553,-1.713927464843205,-0.5603502822617107,0.2,0.21874999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,2.42
STU-11942,-0.06973977383648133,1.1585473218724893,-0.0025366468759287965,0.8087965386849155,2.072047904325796,-0.2,0.39583333333333326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,5.04
STU-11709,0.002430566754824973,1.4032908532083253,1.0781360376435534,-0.1224103082549946,-0.3472669919401813,0.0,0.78125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,5.62
STU-14462,-1.083504018786269,-0.9639006793841891,-2.569201064184031,-1.8409102166986477,2.697201496084497,0.4,-0.041666666666666706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sí,2.4
STU-10354,0.14734487736898283,-0.6950840138185979,-0.518689565460815,-2.1118067539902583,-1.0127424986366496,-0.4,-0.9687500000000007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,3.15
STU-14992,1.5004356159506118,1.5116199572422198,1.0781360376435534,-2.281117089797514,0.3968854219519282,-0.2,1.2812499999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sí,5.09
STU-14662,0.8154597747683232,0.723224811217764,-0.18102825954121465,0.7072103372005616,-0.029281158691130123,-0.8,1.1250000000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,5.04
STU-10169,0.7438007636907915,0.8786971364515941,0.7858433212858367,0.7918655051041902,0.19035854056336918,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,4.64
STU-12873,-0.43225006516987713,0.9689713898131735,0.4072759100235535,0.6310206860872962,-0.5275682375968601,0.2,0.30208333333333337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,4.31
STU-13153,-0.5123395481388834,-0.9548732540480308,-1.8581785785912144,-1.6292722969395772,-0.475116966133099,-0.6,-0.854166666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,3.28
STU-14069,-0.876957457445148,-2.4519212889608806,-1.1761622404232102,-0.5964792485153131,0.21002776736227946,1.0,-1.2812500000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,1.82
STU-13083,1.6247850763498581,0.06221666715909151,1.0781360376435534,-0.21553099294898592,-0.6259143715914119,1.4,-0.39583333333333326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,5.02
STU-11786,0.002430566754824973,-0.5396116885847678,-0.889819503024429,0.3770551823764118,0.7181494596674647,0.0,-1.2812500000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,3.1
STU-12799,0.39393618019460686,0.48550261069893913,1.0781360376435534,2.2551300823184035,-0.26859008474454,0.0,0.09374999999999986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,4.81
STU-10276,2.0610619967336548,-0.6028036659378726,1.0781360376435534,0.7156758539909249,-1.199600153226298,0.8,1.2812499999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,5.06
STU-11774,0.8533968982799572,0.3671430340693142,1.0781360376435534,-0.8335137186454715,0.1411854735660931,1.0,0.5937499999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sí,4.45
STU-14872,0.0904391921015312,1.5116199572422198,-0.0025366468759287965,-0.43563442949841913,0.03300472617208623,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,4.87
STU-10475,0.7100788761248942,1.1485168492767575,1.0781360376435534,-0.7742551011129323,-1.232382197891149,0.6,0.2291666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,4.66
STU-10416,-0.25521015544891634,0.2899083950821846,0.29050757295443985,-1.7393240152142937,0.7181494596674647,0.8,1.197916666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sí,4.62
STU-14580,-2.297491971158572,-2.140475114863433,-0.33647145984340904,-1.8070481495371964,-0.4357785125352782,-1.0,-0.4166666666666671,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sí,2.56
STU-14589,-0.4491110089528258,0.4132832080096761,-2.3074019899908604,0.2416069137306065,0.5870212810080621,-1.0,0.010416666666666446,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,3.88
STU-12459,2.3006981602488126,1.5116199572422198,1.0781360376435534,-0.5372206309827731,0.7804353445306808,0.0,0.4479166666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,4.95
STU-10982,0.503532314783773,1.1304619986044424,1.0781360376435534,0.21621036335951782,-0.7931027993821502,1.0,0.7291666666666669,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,5.06
STU-12700,1.1737548301559824,1.4835346339741728,1.0781360376435534,0.3939862159571378,1.4459108512271488,0.2,0.5625000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sí,6.39
STU-12332,0.9271635273303579,0.19261281090359408,1.0781360376435534,1.1643482438801547,0.0920124065688173,1.0,-0.37500000000000033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sí,4.84
STU-11578,-0.05709406599926974,0.08628980138884679,-0.013685101321148085,0.21621036335951782,0.0004908484836258368,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,3.48
STU-11118,0.002430566754824973,0.3912161682990681,-0.2516842596785753,0.7241413707812876,0.21330597182876473,1.2,-0.041666666666666706,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,5.03
STU-11162,-1.486059051604168,-1.17153146211582,-0.6711577762835422,-1.6969964312624797,-0.9012835467761574,-1.0,-0.5416666666666672,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sí,2.71
STU-12625,1.4498527846017664,0.563740296945641,0.31579498352991686,0.3347275984245978,-1.5077513730758942,-0.8,-0.43749999999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sí,5.24
STU-12540,1.9957258395747288,1.3521354429700967,1.0781360376435534,-1.9170998678119129,0.42966746661677907,1.4,0.6875000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,5.32
STU-13539,1.9620039520088315,-1.9819936478508837,1.0781360376435534,0.0807620947137133,1.3770685574309627,0.0,0.8645833333333335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,4.38
STU-12043,-0.8790650754180165,-1.038126176592598,-0.42943988107677933,-1.0282206048238167,0.21986238076173473,0.2,0.8020833333333329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,4.09
STU-11242,0.5709760899155677,0.10835684109945486,0.29050757295443985,0.978106874492172,-0.6488618028568073,-0.6,1.2812499999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sí,4.47
STU-13806,-0.6177204467823125,-0.9007087020310829,-1.5666296096033656,-0.8843068193876489,-0.09156704355434649,-0.4,-0.8854166666666673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,3.03
STU-13800,1.9704344239003058,1.5116199572422198,-0.0025366468759287965,-0.13087582504535725,-0.5046208063314646,0.2,1.2812499999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sí,5.91
STU-13463,-0.18776638031712165,-0.6429255563207972,0.0272210040215357,1.1728137606705173,-0.47839517059958403,1.2,-0.3437500000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sí,4.78
